Watershed #,Watershed name,Area(km2),Pa(mm),Forest type,Hydrological regime,DeltaF_perc,DeltaQf_perc,Precipitation data type,Assessment technique,Source of info,E0,Latitude,Longitude,Length of study (years),From,To,Location Details,"Completed 1, Incomplete 0",Possible duplicate,Notes
118,"Coweeta, NC #7",0.59,1825,BF,RD,-100,22.8,OB,PWE,"Swank  et  al. , 1988 ",1302,35.07777778,-83.43333333,6,1977,1983,AL,1,,The years were based on Swank et al. 1988 and the overview of the LTER dataset Miniat et al. 2021:  https://doi.org/10.1002/hyp.14302. Approximate location from this paper: Elliot and Swank (1994) Journal of Vegetation Science 5: 229-236 https://srs.fs.usda.gov/pubs/ja/ja_elliott022.pdf
133,"Femow,  WV #1",0.3,1520,BF,RD,-85,22.4,OB,PWE,"Reinhart  et  al. , 1963; Kochenderfer  et al.,1983 and 1990 ",1241,-37.503878,146.106764,9,1951,1960,GM,1,,
144,"Fernow Experimental Forest, USA,#1",0.3,1524,MF,RD,-85,22.3,OB,PWE,"Patric,1980",1089,39.054246,-79.670001,8,1969,1977,AL,1,,"Misspelled name, Fernow Experimental Forest, Parsons, West Virginia"
174,"HJ Andrew,  OR #3 ",1.01,2388,CF,SD,-30,22.1,OB,PWE,"Harr, 1976,1979",1217,44.231367,-122.176668,20,1953,1973,GM,1,,
307,WS2 L.R.,0.43,1060,BF,RD,-43,22,OB,PWE,Hornbeck et al 1993,1121,40.666667,-77.933333,1,1976,1977,PL,1,,"Leading Ridge Watershed Research Unit, PA, treatment: Clearcut on 45ha, Location from: https://www.fs.fed.us/ne/global/ltedb/catalogs/cat80.html"
196,"Leading  Ridge,  PA  #2 ",0.43,1000,BF,RD,-20,21.3,OB,PWE,"Lynch et al.,1980 ",1111,40.627559,-78.034181,1,1966,1967,GM,1,,"Treatment from Bosch and Hawlett 1982, 1966--1967, clearcut 20% "
88,Camp Creek,33.9,600,CF,SD,-30,21,OB,PWE,"Cheng, 1989",925,49.692989,-120.011314,12,1971,1983,GM,1,,1971-1976 prelogging and 1978-1983 postlogging periods
113,"Coweeta, N.C,U.S.A,#3",0.09,1814,BF,RD,-100,20.9,OB,PWE,"Swank and Douglass, 1974 ",1302,35.07777778,-83.43333333,6,1949,1955,AL,1,,"Found in Bosch and Hawlett 1982 as Johnson, E.A. and Kovner, J.L., 1956. https://doi.org/10.1093/forestscience/2.2.82. Treatment time period selected.  Swank and Douglas, 1974 does not mention watershed #3, only WS#1 and WS#17, i.e. similar to Swank and Miner. Unclear where the detail for WS#3 is. In fact, Miniat et al (2021) does not mention WS#3 as part of the paired watersheds. In addition, this website (https://coweeta.uga.edu/Watersheds.html) mention clear cut in 1940 grazing and replanting, but no actual experimental design. Approximate location from this paper: Elliot and Swank (1994) Journal of Vegetation Science 5: 229-236 https://srs.fs.usda.gov/pubs/ja/ja_elliott022.pdf. "
259,Shackham Brook ,8.08,1030,BF,RD,58,20.7,OB,PWE,"Schneider and Ayer, 1961",950,42.76722222,-76.01861111,23,1934,1957,GM,1,,"Misspelled name.This is not Brown 2005, it is Schneider and Ayer 1961. Reviewed in Best 2003."
101,Coalburn,1.5,1266,CF,RD,90,20.3,OB,PWE,"Robinson ,1993",692,55.59242,-3.890822,17,1983,2000,,1,,
106,"Coweeta, N.C,U.S.A,#1",0.16,1725,BF,RD,-100,20.3,OB,PWE,"Swank and Miner ,1968",1302,35.07777778,-83.43333333,11,1956,1967,AL,1,,Approximate location from this paper: Elliot and Swank (1994) Journal of Vegetation Science 5: 229-236 https://srs.fs.usda.gov/pubs/ja/ja_elliott022.pdf
95,"Central New York, U.S.A.: Sage Brook",1.81,974,MF,RD,47,19.8,OB,PWE,"Schneider and Ayer, 1961",975,42.53111111,-75.42527778,26,1932,1958,GM,1,,Data from https://waterdata.usgs.gov/
149,"Fernow Experimental Forest USA,#7",0.24,1469,MF,RD,-50,19.7,OB,PWE,"Patric, J.H., Reinhart, K.G., 1975",1091,39.054246,-79.670001,5,1964,1969,GM,1,,"It should be Patric, J.H., Reinhart, K.G., 1975"
143,"Fernow Experimental Forest,  WV #7",0.24,1470,BF,RD,-50,19.6,OB,PWE,"Kochenderfer  et al.,1983",1089,39.054246,-79.670001,10,1970,1979,GM,1,,
263,Srk2 Sarukawa Experimental Watershed ,9.2,3046,BF,RD,-43,19.5,OB,PWE,"Kabeya et al.,2016",1185,31.85,131.2166667,39,1967,2005,GM,1,,
156,"Fraser  Forest,  CO-1",2.89,712,CF,SD,-66,19.1,OB,PWE,"Alexander et  al.,1985 ",1246,39.9,-105.88,25,1955,1980,GM,1,1,same experimental catchment 264 was difficult to determine exact period of time. WV duplicates of Troendle and King?
120,"Coyote Creek, U S.A,#2",0.68,1230,CF,SD,-30,19,OB,PWE," Harr, 1976",1736,37.448998,-121.630539,15,1958,1973,GM,1,,"Source is not Miller et al 1988, it is Harr 1976. Specific time period not found in Harr 1976. As by the manuscript in Harr, same time period as AL-1 catchment was considered
"
309,WS2 L.R.,0.43,1060,BF,RD,-40,18.9,OB,PWE,Hornbeck et al 1993,1121,40.666667,-77.933333,1,1975,1976,PL,1,,"Leading Ridge Watershed Research Unit, PA, treatment: Clearcut 17ha on upper slope, Location from: https://www.fs.fed.us/ne/global/ltedb/catalogs/cat80.html"
301,Willow  Cr. AZ ,0.6,749,BF,RD,-62,18.8,OB,PWE,Gottfried 1983,1746,34.456213,-111.001407,6,1972,1978,GM,1,,"Incorrect souce, it is not Miller et al 1988, it is Gottfried 1983, Location as   USGS 09492400"
176,"HJ Andrew,  OR #7 ",0.21,2150,CF,SD,-60,18.6,OB,PWE,"Harr, 1983",1217,44.232296,-122.176204,4,1963,1967,GM,1,,"not in Harr 1976, only HJA- 1 and HJA- 3, In Harr 1983. Time studty from Rothacher 1970"
238,"Ouachita, OK WS #18 ",0.0408,1317,CF,RD,-100,18.5,OB,PWE," Miller, 1989",1491,34.431286,-94.552682,4,1979,1983,GM,1,,Data from Miller et al 1988
153,"Fool  Creek,  CO-3",2.89,712,CF,SD,-83,18,OB,PWE,"Alexander et  al.,1985 ",1246,39.9,-105.88,25,1955,1980,GM,1,1,same experimental catchment 264. duplicate of 156 and 157?
114,"Coweeta, N.C,U.S.A,#37",0.44,2244,BF,RD,-100,16.1,OB,PWE,"Swank and Helvey, 1970; Swift and Swank, 1980",1302,35.07777778,-83.43333333,20,1964,1984,AL,1,,The years were based on Swank et al. 1988 and the overview of the LTER dataset Miniat et al. 2021:  https://doi.org/10.1002/hyp.14302 Approximate location from this paper: Elliot and Swank (1994) Journal of Vegetation Science 5: 229-236 https://srs.fs.usda.gov/pubs/ja/ja_elliott022.pdf
124,D3,0.25,2100,CF,RD,-50,16,OB,PWE,"Amatya and Skaggs, 2008",790,34.8,76.7,5,2002,2007,PL,1,,"original value of 250% is incorrect estimateof change. The paper says on page 7 about the outflow change: Both of these outflow ratios (0.64 and 0.50) were higher than the calculated expected values of 0.55 for 2003 and 0.44 for 2005, respectively. So value should be 0.64/0.55*100 - 100 or 0.5/044*100 - 100: 16% or 13% "
291,"Wagon  Wheel Gap,  CO-1",0.81,544,CF,SD,-100,15.9,OB,PWE,"VanHaveren,1988 ",1905,37.76666667,-100.8833333,6,1920,1926,PL,1,,"Van Haveren (1988) does not give coordinates, but one of the original Bates and Hendry (1921)papers does: https://doi.org/10.1175/1520-0493(1921)49<637:SAWWGC>2.0.CO;2"
269,Swartboskloof,1.8,2270,BF,RD,-100,15.3,OB,PWE,"Scott ,1993",1646,-34.007669,18.942723,1,1987,1987,PL,1,,"Swartboskloof is the name in the paper, increase in flow is 15.3%? Table 4 in paper from Scott, 1993. Based on this flow variation data changed from 7.5 to 15.3%"
202,Lynx Ck,8.21,1092,CF,SD,-67,15,OB,"QPW, EA","Mahat et al.,2016",914,49.57384193,-114.5671048,5,2005,2010,GM,1,,
261,South Forks of Caspar Creek,4.24,813,MF,RD,-67,15,OB,PWE,"Keppeler and Ziemer, 1990",1159,39.34434664,-123.7406564,21,1963,1983,GM,1,,
262,South York,3.59,1220,CF,SD,-53,15,OB,"QPW, EA","Mahat et al.,2016",924,49.58254913,-114.5775296,5,2005,2010,GM,1,,
111,"Coweeta, N.C,U.S.A,#22",0.34,2068,BF,RD,-50,14.8,OB,PWE,"Hewlett and Hibbert,1961",1167,35.05,86.416667,12,1955,1967,AL,1,,"From Bosch and Hawlett et al 1982: treatment 1955, 50% poisoned in
alternate 10-m strips, no removal, regrowth restricted. Aproximatex location from COWEETA EXP STATION, NC
MACON County, Coop ID: 312102"
112,"Coweeta, N.C,U.S.A,#28",1.44,2270,BF,RD,-65,14.4,OB,PWE,"Hewlett and Douglass, 1968; Douglass and Swank, 1976",1069,35.046389,83.465,2,1962,1964,USGS,1,,"From Bosch and Hawlett et al 1982: treatment 1962--1964, 51% clearcut, 22% thinned (65% basal area). Location of station 28 from Laserat et al 2012 doi: 10.2166/nh.2012.067
Need to find original article https://agris.fao.org/agris-search/search.do?recordID=US201300317359 to check the length of the study"
129,Dickey Brook Basin (DBB),3.08,1248,BF,RD,-24,14.4,OB,PWE,"Bent, 2001",1066,42.2833,-72.35,11,1962,1973,AL,1,,location data from NOAA Belchertown (station 190562)
273,Thomas Cr. AZ,2.27,768,CF,SD,-34,14,OB,PWE,"Gottfried, 1991 ",1826,33.70825253,-109.2426114,8,1979,1987,GM,1,,
308,WS2 L.R.,0.43,1060,BF,RD,-27,13.9,OB,PWE,Hornbeck et al 1993,1121,40.666667,-77.933333,3,1971,1974,PL,1,,"Leading Ridge Watershed Research Unit, PA, treatment: Clearcut mid-slope 11 ha 1971-1972, Herbicide lower and mid-slope areas 1974, Location from: https://www.fs.fed.us/ne/global/ltedb/catalogs/cat80.html"
187,Kericho Sambret,7.02,2236,BF,RD,-34,13.1,OB,PWE,"Pereira,1962",1530,-0.366667,35.35,2,1959,1960,GM,1,,Location from Blackie et al . from Bosch and Hawlett 1982. 
131,Dons,2.7,720,BF,RD,-38,13,OB,PWE,"Bent, 2001",1680,42.548178,1.158235,24,1962,1973,AL,1,,"Dons catchment name was not found in Bent 2001, it is Cadwell Creek
study area"
126,Deadhorse  Cr.  CO ,2.7,762,CF,SD,-36,12,OB,PWE,"Troendle  and  King, 1987",1165,39.84568491,-105.9236381,6,1978,1984,GM,1,,
177,Hore ,3.08,2500,CF,RD,-29,11.5,OB,PWE,"Robinson and Dupeyrat, 2005",599,52.467613,-3.725406,17,1983,2000,GM,1,,approximate location from  https://www.ceh.ac.uk/our-science/projects/plynlimon-experimental-catchments
270,Ta kaxagawa Shozawa,1.18,2153,MF,RD,-50,11.2,OB,PWE,"Bosh and Hawlett, 1962",873,36.85,139.0166667,6,1948,1954,GM,1,,Not found in Brown 2005 and could not find that catchment name. Reference is Bosh and Hawlett 1962
97,Cibuco,39.8,1827,BF,RD,31.4,11.1,MD,HM,"Beck et al.,2013",1811,18.352,-66.336,30,1970,2000,PL,1,,"catch D, USGS ID 038320"
188,Kimakia,0.364,2307,CF,RD,100,10.9,OB,PWE,"Bruijnzeel,1990",1458,-1.216667,36.633333,6,1967,1973,,1,,Time period from Blackie 1979 3.2.1 The Water Balance of the Kimakia Catchments
72,Barratta,0.364,1705,BF,RD,25,10.8,OB,PWE,"Cornish and Vertessy, 2001",1507,-32.21152816,151.7277882,16,1983,1999,GM,1,,
221,"N. Creek, Babinda, Queensland",0.183,4239,BF,RD,-67,10.2,OB,PWE,"Gilmore, 1977",1849,-17.317791,145.949769,2,1971,1973,GM,1,,"Incorrect source. From Bruijnzeel,1990. It says effect statisticallt not significant. Original source Gilmore, 1977 http://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=PASCALGEODEBRGM7720452599"
70,B. Kirkton,6.85,2354,BF,RD,-20,10,OB,PWE,"Blackie,1993",537,56.347393,-4.469782,6,1983,1989,GM,1,,Coordinates from GM as there is no map in the paper. Monachyle and Kirkton catchments with the reference gauge at Tulloch Farm
297,Wicksend,0.682,1100,BF,RD,-38,10,OB,PWE,"Lane and Mackay, 2001",1404,-36.751291,149.627168,11,1986,1997,AL,1,,
157,"Fraser  Forest,  CO-2",2.89,712,CF,SD,-50,9.9,OB,PWE,"Alexander et  al.,1985",1246,39.9,-105.88,25,1955,1980,GM,1,1,same experimental catchment 264 but forest area Was difficult to determine exact period of time. WV duplicates of Troendle and King?
311,Yarra River,149.43,1497,BF ,RD,-45.6,9.9,OB,HM,"Zhou et al., 2015",1643,-37.78,145.62,,1983,2009,PL,1,,"Same problem, this is the Australian Zhou et al. (2015) Zhou, Y., Zhang, Y., Vaze, J., Lane, P., Xu, S., 2015. Impact of bushfire and climate variability on streamflow from forested catchments in southeast Australia. Hydrol. Sci. J., 1–21. Not PWE, but HM, corrected"
134,"Fernow Experimental Forest,  WV #2",0.15,1500,BF,RD,-36,9.7,OB,PWE,"Patric,1980 ; Kochenderfer  et al.,1983,1990",1089,-37.5,146.11,1,1958,1958,AL,1,1,"There is not watershed 2 in Patric 1980, only 3 and 4. Extracted from Reihart et al 1963"
145,"Fernow Experimental Forest, USA,#2",0.15,1500,MF,RD,-36,9.7,OB,PWE,"Patric, J.H., Reinhart, K.G., 1971",1089,39.05,-79.67,1,1957,1958,GM,1,1,"It should be Patric, J.H., Reinhart, K.G., 1971. Time period from Bosch and Hawlett 1982"
288,"W3b,Taxiarhis University Forest",8.25,756,BF,RD,-100,9.7,OB,PWE,"Ganatsios and Tsioras,2010",1272,40.4,23.5,2,2002,2003,AL,1,,
289,"W4a,Taxiarhis University Forest",7.7,756,BF,RD,-100,9.7,OB,PWE,"Ganatsios and Tsioras,2010",1272,40.4,23.5,2,2002,2003,AL,1,,
119,"Coyote Creek, U S.A,#1",0.69,1230,CF,SD,-50,9.6,OB,PWE,"Harr , 1976 ",1180,44.053948,-123.269766,5,1971,1976,GM,1,,
123,Culebrinas,177.1,2178,BF ,RD,29.5,9.5,MD,HM,"Beck et al.,2013",1848,18.36,-67.089,32,1968,2000,PL,1,,"catch L, USGS ID 147800"
197,Left Fork,0.01,3170,BF,RD,-100,9.5,OB,PWE,"Bruijnzeel,1990",,,,,,,,0,,"Not found in Bruijnzeel,1990 under Left Fork"
255,"San Dimas,  CA ",3.54,650,BF,RD,-1.7,9.4,OB,PWE,"Harris,1973, 1977 , Harr , 1976 ",2072,34.12947,-117.820902,1,1958,1958,GM,1,,"not found in Harr , 1973 . Found in Bosch and Hawlett as Rowe (1963). Treatment 1958, 1.7% cut (riparian vegetation). Assumed one year as in the paper"
66,Anger Gutin settlement,109.5,1305,BF ,RD,-41,9,OB,HM,"Haileyesus et al.,2011",1856,9.5754,36.6231,35,1972,2007,GM,1,,
62,"Alsea, Oreg , U.S.A,Deer Creek",3.03,2474,CF,SD,-25,7.9,OB,PWE,"Harris , 1973",947,44.55,-123.85,11,1959,1970,AL,1,,"From Bosh and Hawlett, 1982 In 1966-1967 25% was clearcut "
127,"Deer  Creek,  OR ",3.03,2480,MF,SD,-25,7.9,OB,PWE,"Harris (1973, 1977)",1747,36.760031,-97.425853,7,1967,1973,GM,1,,"Incorrect souce, it is not Miller et al 1988, it is  Harris (1973, 1977)"
244,Portugues ´,22.9,1875,BF,RD,50.9,7.7,MD,HM,"Beck et al.,2013",1767,18.078,-66.634,35,1965,2000,PL,1,,"catch  K, USGS ID 115000"
281,Upper Penticton Creek - 241 creeks,5,750,CF,SD,-50,6,OB,PWE,"Winkler et al.,2015",963,49.65,119.4,11,1995,2007,GM,1,,
110,"Coweeta, N.C,U.S.A,#19",0.28,2001,BF,RD,-22,5.8,OB,PWE,"Johnson and Kovner, 1956",1306,35.059789,-83.430554,1,1948,1949,GM,1,,"1949, 22% basal area cut,under storey only
Source https://academic.oup.com/forestscience/article-abstract/2/2/82/4763724?redirectedFrom=PDF"
186,Kangasvaara,0.56,700,CF,RD,-35,5.8,OB,"PWE, HM","Koivusalo et al., 2006",596,63.85,28.966667,10,1992,2001,AL,1,,
185,Kamabuchi No. 2,0.03,2641,MF,RD,-100,5.1,OB,PWE,"Nakano, 1971",,,,,,,,0,,"only in japanese, it is in Bosch and Hewlett review but cannot id catchment"
141,"Femow,  WV #5-2",0.36,1470,BF,RD,-20,4.7,OB,PWE,"Reinhart  et  al., 1963 ",1241,-37.503878,146.106764,9,1951,1960,GM,1,,
147,"Fernow Experimental Forest, USA,#5",0.36,1473,MF,RD,-20,4.7,OB,PWE,"Patric, J.H., Reinhart, K.G., 1973",1089,39.054246,-79.670001,1,1957,1958,GM,1,,"It should be Patric, J.H., Reinhart, K.G., 1971. Time period from Bosch and Hawlett 1982"
287,"W2,Taxiarhis University Forest",19.46,756,BF,RD,-50,4.6,OB,PWE,"Ganatsios and Tsioras,2010",1272,40.4,23.5,2,2002,2003,AL,1,,
290,"W4b,Taxiarhis University Forest",8.64,756,BF,RD,-50,4.6,OB,PWE,"Ganatsios and Tsioras,2010",1272,40.4,23.5,2,2002,2003,AL,1,,
116,"Coweeta, N.C,U.S.A,#41",0.29,2029,BF,RD,-53,4.3,OB,PWE,"Hewlett and Hibbert, 1962",1306,35.059789,-83.430554,1,1948,1949,PL,1,,"Need to confrim time study is one year as catchment 115. treatment 1955, 27% basal area cut not significantly by selective logging
Johnson, E.A., Kovner, J.L., 1956. Effect on streamflow of cutting a forest understory. For. Sci. 2, 82–91.
Aprox Location from USGS 350238083265904 MA-084 COWEETA RS CH-3 NR OTTO, NC
Paper is Hewlett and Hibbert 1961 (https://www.tandfonline.com/doi/abs/10.1080/02626666109493224) as says in Hibbert 1967 https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.545.6751&rep=rep1&type=pdf. One yaer evidence: The remaining experiments (Watersheds 3, 10, 40, and 41) were not sufficiently accurate to provide estimates of increases on other than the annual basis. (EN)"
190,Kivipuro,0.86,564,CF,SD,-56,4,OB,PWE,"Ide et al.,2013",599,63.866667,28.65,4,1982,1985,AL,1,,
272,Tanllwyth ,0.89,2500,CF,RD,-49,3.5,OB,PWE,"Robinson and Dupeyrat, 2005",602,52.47208827,-3.716747794,17,1983,2000,GM,1,,"The tree felling is actually incremental in time, so not really a single observation. In addition, there are no clear individual coordinates for the subcatchments in Plynlimon. Approximate location from  https://www.ceh.ac.uk/our-science/projects/plynlimon-experimental-catchments"
166,Hafren ,3.67,2500,CF,RD,-26,3,OB,PWE,"Robinson and Dupeyrat, 2005",599,52.467613,-3.725406,17,1983,2000,GM,1,,approximate location from  https://www.ceh.ac.uk/our-science/projects/plynlimon-experimental-catchments
299,W-II,0.775,1050,BF,RD,-11,3,OB,PWE,"Serengil et al., 2007",1335,41.017863,27.960916,7,1986,1993,AL,1,,
258,Severn ,8.7,2500,CF,RD,-32,2.5,OB,PWE,"Robinson and Dupeyrat, 2005",602,52.47208827,-3.716747794,17,1983,2000,GM,1,,approximate location from  https://www.ceh.ac.uk/our-science/projects/plynlimon-experimental-catchments
107,"Coweeta, N.C,U.S.A,#10",0.86,1854,BF,RD,-30,2.3,OB,PWE,"Johnson and Kovner,1956",1306,35.059789,-83.430554,14,1942,1956,PL,1,,". Treatment 1942--1956 30%, basal 25 mm average area cut by uncon- increase trolled logging
Aprox Location from USGS 350238083265904 MA-084 COWEETA RS CH-3 NR OTTO,NC"
135,"Femow,  WV #3-1",0.34,1500,BF,RD,-13,1.3,OB,PWE,"Reinhart  et  al., 1963 ",1241,39.054246,-79.670001,9,1951,1960,GM,1,,
74,"Beaver  Creek,  AZ  #1 ",1.24,457,CF,SD,-100,0,OB,PWE,"Brown,1971",1431,34.574444,111.873611,6,1963,1969,PL,1,,"Location determined as per map, using closer USGS station number 343428111511500 BEAVER CREEK AT MOUTH NR CAMP VERDE, AZ, Paper does not mention that is catchment #1"
80,Blue  Mts.  OR  #1 ,0.14,1355,CF,SD,-30,0,OB,PWE,"Fowler et al. ,1987",1195,45.71685187,-118.1553033,6,1976,1982,GM,1,,"Location based on statement: about 22 km northwest of Elgin and 8 km
southwest of the Spout Springs Winter Recreation Area in https://www.fs.fed.us/pnw/pubs/pnw_rn361.pdf"
81,Blue  Mts.  OR  #2,0.14,1355,CF,SD,-50,0,OB,PWE,"Fowler et al. ,1987",1195,45.71685187,-118.1553033,6,1976,1982,GM,1,,"Location based on statement: about 22 km northwest of Elgin and 8 km
southwest of the Spout Springs Winter Recreation Area in https://www.fs.fed.us/pnw/pubs/pnw_rn361.pdf"
82,Blue  Mts.  OR  #3,0.14,1355,CF,SD,-100,0,OB,PWE,"Fowler et al. ,1987",1195,45.71685187,-118.1553033,6,1976,1982,GM,1,,"Location based on statement: about 22 km northwest of Elgin and 8 km
southwest of the Spout Springs Winter Recreation Area in https://www.fs.fed.us/pnw/pubs/pnw_rn361.pdf"
84,"Boreal Plain, Alberta",0.524,486,CF,SD,-51,0,OB,PWE,"Devito et al., 2005",529,56.63277778,111.7713889,4,1997,2001,PL,1,,
90,Cantua,119,442,MF,RD,-23,0,OB,PWE,"Bart and Hope,2010",2067,36.40222222,-120.4325,5,1980,1984,USGS,1,,usgs coordinates
105,Coweeta Basin,21.85,1795,BF,RD,-6,0,OB,PWE,"Brantley et al.,2015",1281,35.1,-83.716667,9,2003,2012,GM,1,,Pre treatment 1937 - 2003 Post treatment 2004-2012
115,"Coweeta, N.C,U.S.A,#40",0.2,1946,BF,RD,-27,0,OB,PWE,"Hewlett and Hibbert, 1961",1263,35.033333,-83.433333,1,1948,1949,PL,1,,"Need to confrim time study is one year as catchment 115. treatment 1955, 27% basal area cut not significantly by selective logging
Johnson, E.A., Kovner, J.L., 1956. Effect on streamflow of cutting a forest understory. For. Sci. 2, 82–91.
Aprox Location from USGS 350238083265904 MA-084 COWEETA RS CH-3 NR OTTO, NC
Paper is Hewlett and Hibbert 1961 (https://www.tandfonline.com/doi/abs/10.1080/02626666109493224) as says in Hibbert 1967 https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.545.6751&rep=rep1&type=pdf. One yaer evidence: The remaining experiments (Watersheds 3, 10, 40, and 41) were not sufficiently accurate to provide estimates of increases on other than the annual basis. (EN)"
136,"Femow,  WV #3-2",0.34,1500,BF,RD,-8,0,OB,PWE,"Reinhart  et  al., 1963 ",1089,-37.503878,146.106764,9,1951,1960,GM,1,,
138,"Femow,  WV #3-4",0.34,1500,BF,RD,-6,0,OB,PWE,"Reinhart  et  al., 1963 ",1241,-37.503878,146.106764,9,1951,1960,GM,1,,
140,"Femow,  WV #5-1",0.36,1470,BF,RD,-14,0,OB,PWE,"Reinhart  et  al., 1963 ",1241,39.054246,-79.670001,9,1951,1960,GM,1,,
139,"Fernow Experimental Forest,  WV #4",0.39,1500,BF,RD,0,0,OB,PWE,"Patric  and  Reinhart ,1971 ",1091,39.063033,-79.668157,5,1964,1969,GM,1,,"Misspelled name, Fernow Experimental Forest, Parsons, West Virginia"
146,"Fernow Experimental Forest, USA,#3",0.34,1500,MF,RD,-13,0,OB,PWE,"Patric, J.H., Reinhart, K.G., 1972",1089,39.05,-79.67,1,1957,1958,GM,1,1,"It should be Patric, J.H., Reinhart, K.G., 1971. Time period from Bosch and Hawlett 1982"
154,"Fox Creek, Oreg, USA, FC1",0.59,2730,CF,SD,-25,0,OB,PWE,"Harr,1976",1190,44.294973,-122.636921,20,1953,1973,GM,1,,Same time period as other catchments as assumed from the paper. 1969-1970 25% clearcut
155,"Fox Creek, Oreg, USA, FC3",0.71,2730,CF,SD,-25,0,OB,PWE,"Harr,1980",1190,44.294973,-122.636921,15,1960,1975,GM,1,,Aproximate location in GE. 1970-1972 25% clearcut
169,HF2,0.12,1220,BF,RD,0,0,OB,PWE,"Boggs et al.,2015",1393,36.199169,-78.892208,7,2007,2013,GM,1,,
171,HFW2,0.4,1220,BF,RD,0,0,OB,PWE,"Boggs et al.,2015",1397,36.199169,-78.808557,7,2007,2013,GM,1,,
178,Houzhai karst basin,80.65,1314.6,BF,RD,18.9,0,OB,SH,"Yan et al.,2014",1134,26.14,105.7,16,1990,2006,AL,1,,
194,Lambrechtsbos B,0.65,1473,BF,RD,84,0,OB,PWE,"Scott, 1993",1670,-33.96805556,18.94138889,1,1986,1987,AL,1,,See Slingsby et al. 2021 DOI: 10.1002/hyp.14101  The Scott paper only analyses 1 year after fire
199,Lopez,54,689,MF,RD,-100,0,OB,PWE,"Bart and Hope,2010",1656,35.23555556,-120.4713889,5,1986,1990,USGS,1,,usgs coordinates
201,LuErGou watershed,12,570,BF,RD,4,0,OB,SH,"Wang et al.,2009",1183,34.55833333,105.725,,1989,2003,PL,1,,
204,"M2, Canada",401,895,CF,SD,-4.9,0,OB,QPW,"Buttle and Metcalfe, 2000",780,48.55,-81.05,5,1985,1990,PL,1,,Porcupine River at Hoyle. Point location M2 station 04MD004 from  https://www.r-arcticnet.sr.unh.edu/v4.0/ViewPoint.pl?View=ALL&Unit=mm&Point=4378
217,Muco,650,1700,BF ,RD,9,0,OB,SH,"Iroumé and Palacios,2013",1061,-38.614684,-72.230714,43,1962,2005,GM,1,,
225,"Natural Drainages, Ariz., U.S.A, A",0.05,452,BF,RD,-100,0,OB,PWE,Ingebo and Hibbert 1974,2701,32.740981,-111.548249,17,1954,1971,GM,1,,"Hibbert,1971 does not report this catchment Location as Natural Drainage Watersheds in Central Arizona. From Bosch and Hawlett 1982, treatment: 1954, 100% chemically controlled. Ingebo and Hibbert 1974 reports an incrase of 13% in water yield, meanwhile Bosch and Hawlett 1982 saysonly ""not significantly"". "
229,North York,8.29,1116,CF,SD,0.2,0,OB,"QPW, EA","Mahat et al.,2016",928,49.59159839,-114.5920183,5,2005,2010,GM,1,,
237,"Ouachita, OK WS #11",0.0493,1317,CF,RD,0,0,OB,PWE, Miller 1988,1429,34.786948,-93.029589,4,1979,1983,USGS,1,,"It is not Harr 1976, it is Miller 1988. Location from Google Maps as Alum Creek Experimental Forest"
245,Quepe,386,1700,BF ,RD,1.6,0,OB,SH,"Iroumé and Palacios,2013",1037,-38.918082,-72.620907,43,1962,2005,GM,1,,
246,Quillén,734,1700,BF ,RD,11.1,0,OB,SH,"Iroumé and Palacios,2013",1070,-38.48589,-72.400445,43,1962,2005,GM,1,,
251,S. Fork ,1,813,BF,RD,-45,0,OB,PWE,"Bosch and Hawlett, 1982",1974,33.839837,-110.95813,16,1953,1966,GM,1,,"Should be Bosch and Hwelett 1982? Assumed this is South Fork, Workman Creek Approximate location using GE as there is no reference in Bosh and Hewlett 1982"
256,Santa Paula,104,680,MF,RD,-71,0,OB,PWE,"Bart and Hope,2010",1913,34.41333333,-119.0730556,5,1986,1990,USGS,1,,usgs coordinates
257,Sespe,130,707,MF,RD,-40,0,OB,PWE,"Bart and Hope,2010",1829,34.56944444,-119.2563889,5,1986,1990,USGS,1,,usgs coordinates
264,"St.  Louis  Creek,  CO-1",2.89,712,CF,SD,-13,0,OB,PWE,"Alexander et  al., 1985 ",1108,39.8,-105.74,25,1955,1980,GM,1,1,"same experimental catchment 265 was difficult to determine exact period of time. WV coordinates guessed from google maps, should this be Fool Creek mentioned in Troendle and Olssen 1994? This mentions CO1"
266,Star Creek,10.59,754,CF,SD,0,0,OB,"QPW, EA","Mahat et al.,2016",939,49.59995887,-114.6121611,5,2005,2010,GM,1,,
282,Upper Penticton Creek - 242 creeks,5,750,CF,SD,-50,0,OB,PWE,"Winkler et al.,2015",963,49.65,119.4,5,1995,2000,PL,1,,
284,Välipuro,0.54,564,CF,SD,-9,0,OB,PWE,"Ide et al.,2013",599,63.866667,28.65,4,1982,1985,AL,1,,
